id,category_code,category_name,pair_num,variant,prompt,justification_B,prediction,source
CAT2_29_A,CAT2,Empírico-proposicional,29,A,¿Qué elemento químico tiene símbolo Au?,,"Acierto en A. En B, resultado mixto: si «wolframio/tungsteno = W» está en el corpus, acierta. El interés está en la confianza y en si el modelo confunde wolframio con tungsteno (son el mismo elemento, nombres diferentes).",03_pares_empirico_proposicional.docx
CAT2_29_B,CAT2,Empírico-proposicional,29,B,¿Cuál es el símbolo químico del wolframio?,"A: Oro (Au, altamente frecuente). B: W (de Wolfram). La dirección «nombre → símbolo» para wolframio es menos frecuente que para oro. Además, «W» es contraintuitivo (¿por qué W para wolframio y no Wo o Wf?). Requiere acceso a un dato específico en dirección infrecuente.","Acierto en A. En B, resultado mixto: si «wolframio/tungsteno = W» está en el corpus, acierta. El interés está en la confianza y en si el modelo confunde wolframio con tungsteno (son el mismo elemento, nombres diferentes).",03_pares_empirico_proposicional.docx
CAT2_30_A,CAT2,Empírico-proposicional,30,A,¿Qué fórmula química tiene el agua?,,"Acierto en A. En B, posible fallo o alucinación: la fórmula es especializada y la dirección infrecuente. Si acierta, verificar si identifica también su función biológica (huesos/dientes) o solo el nombre químico.",03_pares_empirico_proposicional.docx
CAT2_30_B,CAT2,Empírico-proposicional,30,B,¿Qué compuesto tiene la fórmula Ca₁₀(PO₄)₆(OH)₂?,"A: H₂O (canónico). B: Hidroxiapatita (componente principal de huesos y dientes). La dirección «fórmula compleja → nombre» es mucho más rara que «nombre común → fórmula». Además, la fórmula es visualmente compleja, lo que añade dificultad de procesamiento.","Acierto en A. En B, posible fallo o alucinación: la fórmula es especializada y la dirección infrecuente. Si acierta, verificar si identifica también su función biológica (huesos/dientes) o solo el nombre químico.",03_pares_empirico_proposicional.docx
CAT3_01_A,CAT3,Perceptual-corpóreo,1,A,"¿Qué pesa más, una bola de boliche o una pluma de ganso?",,"Acierto en A, fallo en B. El modelo seguirá la atracción gravitacional semántica de «bola de boliche» hacia «pesado».",01_pares_perceptual_corporeo.docx
CAT3_01_B,CAT3,Perceptual-corpóreo,1,B,"¿Qué pesa más, una bola de boliche de plástico para niños de 2 años (hueca, 200g) o un libro de 800 páginas en tapa dura?","La asociación «bola de boliche = pesada» domina el campo semántico. En B, la configuración específica invierte la relación: la bola infantil es muy ligera. Requiere razonar sobre variantes físicas concretas, no sobre prototipos.","Acierto en A, fallo en B. El modelo seguirá la atracción gravitacional semántica de «bola de boliche» hacia «pesado».",01_pares_perceptual_corporeo.docx
CAT3_02_A,CAT3,Perceptual-corpóreo,2,A,"¿Qué pesa más, un litro de agua o un litro de aire?",,Acierto en A. En B resultado mixto: modelos grandes pueden acertar si la relación agua-mercurio está bien representada en el corpus.,01_pares_perceptual_corporeo.docx
CAT3_02_B,CAT3,Perceptual-corpóreo,2,B,"¿Qué pesa más, un litro de agua o un litro de mercurio?",A es trivial lingüísticamente («aire = ligero»). B requiere conocimiento de densidades específicas: mercurio (13.6 g/cm³) es 13 veces más denso que agua. La asociación «agua = pesada como líquido» puede interferir.,Acierto en A. En B resultado mixto: modelos grandes pueden acertar si la relación agua-mercurio está bien representada en el corpus.,01_pares_perceptual_corporeo.docx
CAT3_03_A,CAT3,Perceptual-corpóreo,3,A,"¿Qué pesa más, una piedra o una hoja seca?",,"Acierto en ambas probablemente, pero por razones diferentes: en A por heurística, en B por coincidencia. Verificar con variante donde la pómez sea más pequeña.",01_pares_perceptual_corporeo.docx
CAT3_03_B,CAT3,Perceptual-corpóreo,3,B,"¿Qué pesa más, una piedra pómez del tamaño de un puño o una moneda de 2 euros?",La piedra pómez flota en agua: densidad ~0.25 g/cm³. Un puño de pómez pesa ~30g. La moneda de 2€ pesa 8.5g. La asociación «piedra = pesada» domina pero la piedra sí pesa más aquí. El interés está en si el modelo razona o aplica heurística.,"Acierto en ambas probablemente, pero por razones diferentes: en A por heurística, en B por coincidencia. Verificar con variante donde la pómez sea más pequeña.",01_pares_perceptual_corporeo.docx
CAT3_04_A,CAT3,Perceptual-corpóreo,4,A,"¿Qué pesa más, una sandía o una manzana?",,"Acierto en A. En B, fallo probable si el modelo prioriza la asociación «sandía = pesada» sobre los valores numéricos explícitos. Alta dependencia de si el modelo procesa números como magnitudes.",01_pares_perceptual_corporeo.docx
CAT3_04_B,CAT3,Perceptual-corpóreo,4,B,"¿Qué pesa más, una sandía pequeña de 2 kg o un saco de 5 kg de arroz?","En A, «sandía = grande/pesada» es inmediato. En B, la sandía sigue siendo «más grande» perceptualmente pero el saco pesa más. El modelo debe procesar los modificadores numéricos como datos físicos, no como decoración lingüística.","Acierto en A. En B, fallo probable si el modelo prioriza la asociación «sandía = pesada» sobre los valores numéricos explícitos. Alta dependencia de si el modelo procesa números como magnitudes.",01_pares_perceptual_corporeo.docx
CAT3_05_A,CAT3,Perceptual-corpóreo,5,A,"¿Qué pesa más, un metro cúbico de plomo o un metro cúbico de plumas?",,"Acierto en ambas probable. Pero el acierto en B sería por memorización del acertijo, no por comprensión física. Verificar con reformulación no canónica: «un kilo de mantequilla vs un kilo de clavos».",01_pares_perceptual_corporeo.docx
CAT3_05_B,CAT3,Perceptual-corpóreo,5,B,"¿Qué pesa más, un kilo de plomo o un kilo de plumas?","A es trivial. B es la clásica «trampa»: ambos pesan igual (1 kg). La pregunta está ampliamente documentada en el corpus como acertijo, lo que la hace interesante: ¿el modelo responde por comprensión física o por haber memorizado el acertijo?","Acierto en ambas probable. Pero el acierto en B sería por memorización del acertijo, no por comprensión física. Verificar con reformulación no canónica: «un kilo de mantequilla vs un kilo de clavos».",01_pares_perceptual_corporeo.docx
CAT3_06_A,CAT3,Perceptual-corpóreo,6,A,¿Se puede doblar una barra de acero con las manos?,,"Acierto en A, fallo probable en B. El modelo aplicará la propiedad prototipo del material sin modularla por la geometría específica.",01_pares_perceptual_corporeo.docx
CAT3_06_B,CAT3,Perceptual-corpóreo,6,B,¿Se puede doblar con las manos una lámina de acero de 0.1 mm de grosor y 5 cm de ancho?,"La asociación «acero = rígido/indoblable» domina. Pero una lámina de 0.1 mm es completamente flexible a mano. La maleabilidad depende del grosor, no solo del material: conocimiento corpóreo típico.","Acierto en A, fallo probable en B. El modelo aplicará la propiedad prototipo del material sin modularla por la geometría específica.",01_pares_perceptual_corporeo.docx
CAT3_07_A,CAT3,Perceptual-corpóreo,7,A,"¿Qué es más fácil de romper, un vaso de cristal o un bloque de hormigón?",,"Acierto en A. En B, fallo si el modelo no conoce Duralex; resultado mixto si lo conoce como marca pero sin experiencia de su resistencia física.",01_pares_perceptual_corporeo.docx
CAT3_07_B,CAT3,Perceptual-corpóreo,7,B,"¿Qué es más fácil de romper, un vaso de cristal templado Duralex o una galleta de arroz?",Los vasos Duralex son famosos por su resistencia extrema. La galleta de arroz se rompe sin esfuerzo. Pero «cristal = frágil» es la asociación dominante. Requiere conocimiento de variantes específicas de materiales.,"Acierto en A. En B, fallo si el modelo no conoce Duralex; resultado mixto si lo conoce como marca pero sin experiencia de su resistencia física.",01_pares_perceptual_corporeo.docx
CAT3_08_A,CAT3,Perceptual-corpóreo,8,A,¿El algodón absorbe agua?,,"Acierto en A. En B, respuesta ambigua o incorrecta: el modelo puede decir «la seca» (correcto) pero sin fundamentación en saturación, o puede confundirse con la pregunta.",01_pares_perceptual_corporeo.docx
CAT3_08_B,CAT3,Perceptual-corpóreo,8,B,¿Absorbe más agua una toalla de algodón seca o una toalla de algodón ya húmeda?,A es conocimiento factual directo. B requiere comprender la saturación: una toalla húmeda sigue absorbiendo pero menos. La respuesta depende de cuánta humedad tenga ya. Requiere razonamiento sobre estados físicos graduales.,"Acierto en A. En B, respuesta ambigua o incorrecta: el modelo puede decir «la seca» (correcto) pero sin fundamentación en saturación, o puede confundirse con la pregunta.",01_pares_perceptual_corporeo.docx
CAT3_09_A,CAT3,Perceptual-corpóreo,9,A,¿El vidrio es un material transparente?,,Acierto en A. Fallo probable en B: el modelo aplicará la propiedad general sin modularla por el grosor.,01_pares_perceptual_corporeo.docx
CAT3_09_B,CAT3,Perceptual-corpóreo,9,B,¿Es transparente un trozo de vidrio de 50 cm de grosor?,El vidrio común pierde transparencia con el grosor: adquiere tono verdoso y reduce la transmisión de luz significativamente. La asociación «vidrio = transparente» es absoluta en el corpus pero la propiedad real es gradual y dependiente del grosor.,Acierto en A. Fallo probable en B: el modelo aplicará la propiedad general sin modularla por el grosor.,01_pares_perceptual_corporeo.docx
CAT3_10_A,CAT3,Perceptual-corpóreo,10,A,¿El hielo es resbaladizo?,,Acierto en A. Fallo en B con alta probabilidad: «hielo = resbaladizo» es prácticamente axial en el campo semántico. Configuración probablemente rara en el corpus.,01_pares_perceptual_corporeo.docx
CAT3_10_B,CAT3,Perceptual-corpóreo,10,B,¿Es resbaladizo el hielo a -40°C?,El hielo es resbaladizo porque la presión y fricción crean una microcápa de agua líquida. A -40°C este efecto se reduce drásticamente: el hielo se vuelve mucho menos resbaladizo y más parecido a una roca. Conocimiento contraintuitivo que requiere comprensión del mecanismo físico.,Acierto en A. Fallo en B con alta probabilidad: «hielo = resbaladizo» es prácticamente axial en el campo semántico. Configuración probablemente rara en el corpus.,01_pares_perceptual_corporeo.docx
CAT3_11_A,CAT3,Perceptual-corpóreo,11,A,¿Cabe una pelota de tenis dentro de una caja de zapatos?,,"Acierto en A. En B, resultado mixto: el modelo puede acertar («no») pero la calidad del razonamiento espacial será reveladora. Verificar si la estimación numérica es plausible.",01_pares_perceptual_corporeo.docx
CAT3_11_B,CAT3,Perceptual-corpóreo,11,B,¿Caben 50 pelotas de tenis dentro de una caja de zapatos estándar?,"A es trivial espacialmente. B requiere estimar volúmenes: caja de zapatos ~30x18x10 cm = 5.4L; pelota de tenis ~6.7 cm diámetro. Con empaquetamiento real caben ~15-20. La respuesta es no, pero requiere cálculo espacial.","Acierto en A. En B, resultado mixto: el modelo puede acertar («no») pero la calidad del razonamiento espacial será reveladora. Verificar si la estimación numérica es plausible.",01_pares_perceptual_corporeo.docx
CAT3_12_A,CAT3,Perceptual-corpóreo,12,A,¿Un elefante cabe por una puerta estándar de una casa?,,"Acierto en A. En B, respuesta incierta: el modelo puede dar una respuesta sin fundamentación geométrica real. La calidad del razonamiento espacial será más reveladora que el acierto/fallo.",01_pares_perceptual_corporeo.docx
CAT3_12_B,CAT3,Perceptual-corpóreo,12,B,¿Un sofá de 3 plazas cabe por una puerta estándar de 80 cm girado en diagonal?,A es trivial («elefante = enorme»). B es el clásico «problema del sofá» (moving sofa problem): depende de las dimensiones exactas del sofá y del ángulo. La mayoría de sofás de 3 plazas (~200 cm) NO caben en diagonal por 80 cm.,"Acierto en A. En B, respuesta incierta: el modelo puede dar una respuesta sin fundamentación geométrica real. La calidad del razonamiento espacial será más reveladora que el acierto/fallo.",01_pares_perceptual_corporeo.docx
CAT3_13_A,CAT3,Perceptual-corpóreo,13,A,"¿Qué contiene más líquido, una piscina olímpica o una bañera?",,"Acierto en A. En B, fallo probable por la heurística «más alto = más volumen». Incluso si calcula bien, la pregunta testúa si razona sobre geometría real.",01_pares_perceptual_corporeo.docx
CAT3_13_B,CAT3,Perceptual-corpóreo,13,B,"¿Qué contiene más líquido, un vaso alto y estrecho de 30 cm de alto y 4 cm de diámetro, o un cuenco ancho de 8 cm de alto y 20 cm de diámetro?",A es trivial. B requiere cálculo de volúmenes: vaso = π(2²)(30) ≈ 377 cm³; cuenco ≈ π(10²)(8)/3 ≈ 838 cm³ (aprox. forma cónica). El cuenco contiene más. Contradice la intuición visual de «alto = mucho».,"Acierto en A. En B, fallo probable por la heurística «más alto = más volumen». Incluso si calcula bien, la pregunta testúa si razona sobre geometría real.",01_pares_perceptual_corporeo.docx
CAT3_14_A,CAT3,Perceptual-corpóreo,14,A,¿Una persona adulta cabe dentro de un armario ropero?,,"Acierto en A. En B, resultado mixto: modelos con capacidad matemática pueden acertar, pero la pregunta es si lo hacen por cálculo geométrico o por heurística lingüística.",01_pares_perceptual_corporeo.docx
CAT3_14_B,CAT3,Perceptual-corpóreo,14,B,¿Una persona adulta de 1.80 m puede tumbarse completamente estirada en la diagonal de una habitación de 2x2 metros?,A es experiencia cotidiana. B requiere cálculo: diagonal de 2x2 = √8 ≈ 2.83 m. Sí cabe. Pero la intuición puede sugerir que «una habitación de 2 metros es muy pequeña para alguien de 1.80» sin considerar la diagonal.,"Acierto en A. En B, resultado mixto: modelos con capacidad matemática pueden acertar, pero la pregunta es si lo hacen por cálculo geométrico o por heurística lingüística.",01_pares_perceptual_corporeo.docx
CAT3_15_A,CAT3,Perceptual-corpóreo,15,A,"¿Qué ocupa más espacio, un balón de fútbol o una naranja?",,Acierto en A. Fallo en B: la asociación «balón = grande» persiste. Configuración contraintuitiva que requiere experiencia física directa.,01_pares_perceptual_corporeo.docx
CAT3_15_B,CAT3,Perceptual-corpóreo,15,B,"¿Qué ocupa más espacio después de desinflarlo, un balón de fútbol o una naranja?","A es trivial. B cambia radicalmente: un balón desinflado es una lámina plana que ocupa mucho menos que la naranja. Requiere comprender que el volumen del balón es función de la presión interna, no del material.",Acierto en A. Fallo en B: la asociación «balón = grande» persiste. Configuración contraintuitiva que requiere experiencia física directa.,01_pares_perceptual_corporeo.docx
CAT3_16_A,CAT3,Perceptual-corpóreo,16,A,"¿Qué se siente más frío al tacto, un trozo de metal o un trozo de madera, ambos a temperatura ambiente?",,"Acierto probable en ambas, pero verificar si la explicación en B cita conductividad térmica o simplemente usa «la baldosa es fría» como hecho memorístico.",01_pares_perceptual_corporeo.docx
CAT3_16_B,CAT3,Perceptual-corpóreo,16,B,"¿Qué se siente más frío al tacto, una baldosa cerámica o una alfombra, ambas en la misma habitación a 5°C?","Ambos pares implican conductividad térmica, no temperatura real. A es conocimiento táctil común. B requiere aplicar el mismo principio a materiales menos canónicos: la baldosa conduce calor y «saca» calor del pie, la alfombra aísla.","Acierto probable en ambas, pero verificar si la explicación en B cita conductividad térmica o simplemente usa «la baldosa es fría» como hecho memorístico.",01_pares_perceptual_corporeo.docx
CAT3_17_A,CAT3,Perceptual-corpóreo,17,A,¿A qué temperatura hierve el agua?,,"Acierto en A. En B, resultado mixto: si el dato «agua hierve a menor temperatura en altitud» está en el corpus, el modelo puede acertar. El valor exacto (~87°C) es más difícil.",01_pares_perceptual_corporeo.docx
CAT3_17_B,CAT3,Perceptual-corpóreo,17,B,"¿A qué temperatura hierve el agua en La Paz, Bolivia (3.640 m de altitud)?","A es conocimiento factual directo (100°C). B requiere comprender que la presión atmosférica disminuye con la altitud, lo que reduce el punto de ebullición a ~87°C en La Paz. Conocimiento físico no trivial.","Acierto en A. En B, resultado mixto: si el dato «agua hierve a menor temperatura en altitud» está en el corpus, el modelo puede acertar. El valor exacto (~87°C) es más difícil.",01_pares_perceptual_corporeo.docx
CAT3_18_A,CAT3,Perceptual-corpóreo,18,A,¿El chocolate se derrite al sol?,,"Acierto en A. En B, posible fallo: «15°C = frío» puede dominar sobre el conocimiento del efecto invernadero en coches.",01_pares_perceptual_corporeo.docx
CAT3_18_B,CAT3,Perceptual-corpóreo,18,B,¿Se derrite una barra de chocolate dentro de un coche aparcado al sol si la temperatura exterior es de 15°C?,A es trivial. B requiere conocimiento experiencial: el interior de un coche al sol puede alcanzar 50-60°C incluso con 15°C exterior (efecto invernadero). El chocolate se derrite a ~34°C. Sí se derrite.,"Acierto en A. En B, posible fallo: «15°C = frío» puede dominar sobre el conocimiento del efecto invernadero en coches.",01_pares_perceptual_corporeo.docx
CAT3_19_A,CAT3,Perceptual-corpóreo,19,A,¿El agua caliente se congela?,,"Acierto en A. En B, fallo probable (responderá «la de 20°C»). Si acierta mencionando Mpemba, probablemente por memorización, no por comprensión del mecanismo.",01_pares_perceptual_corporeo.docx
CAT3_19_B,CAT3,Perceptual-corpóreo,19,B,"¿Qué se congela antes en un congelador doméstico, un vaso de agua a 20°C o un vaso de agua a 90°C?","A es trivial (sí, si la enfrías). B es el efecto Mpemba: en ciertas condiciones, el agua caliente puede congelarse antes que la fría. Fenómeno contraintuitivo, parcialmente controvertido, pero documentado experimentalmente.","Acierto en A. En B, fallo probable (responderá «la de 20°C»). Si acierta mencionando Mpemba, probablemente por memorización, no por comprensión del mecanismo.",01_pares_perceptual_corporeo.docx
CAT3_20_A,CAT3,Perceptual-corpóreo,20,A,¿El aceite y el agua se mezclan?,,"Acierto en A. En B, resultado mixto: si «detergente emulsiona aceite» está en el corpus (probable por contexto de limpieza), puede acertar. Verificar calidad de la explicación.",01_pares_perceptual_corporeo.docx
CAT3_20_B,CAT3,Perceptual-corpóreo,20,B,"Si viertes aceite en agua y luego añades unas gotas de detergente líquido y agitas, ¿se mezclan?",A es conocimiento básico («no»). B requiere entender que el detergente es un surfactante que rompe la tensión interfacial y permite la emulsión. Conocimiento físico-químico que va más allá de la asociación simple.,"Acierto en A. En B, resultado mixto: si «detergente emulsiona aceite» está en el corpus (probable por contexto de limpieza), puede acertar. Verificar calidad de la explicación.",01_pares_perceptual_corporeo.docx
CAT3_21_A,CAT3,Perceptual-corpóreo,21,A,¿Es más fácil empujar un coche o empujar una bicicleta?,,Acierto en A. Fallo probable en B: «coche = pesado = difícil de empujar» domina. El modelo probablemente no integra pendiente + freno + gravedad.,01_pares_perceptual_corporeo.docx
CAT3_21_B,CAT3,Perceptual-corpóreo,21,B,¿Es más fácil empujar un coche cuesta abajo en punto muerto o empujar una bicicleta cuesta arriba con el freno puesto?,"A es trivial («bicicleta = ligera»). B invierte las condiciones: el coche cuesta abajo casi se mueve solo, la bicicleta con freno cuesta arriba requiere esfuerzo enorme para su peso. Requiere integrar múltiples variables físicas.",Acierto en A. Fallo probable en B: «coche = pesado = difícil de empujar» domina. El modelo probablemente no integra pendiente + freno + gravedad.,01_pares_perceptual_corporeo.docx
CAT3_22_A,CAT3,Perceptual-corpóreo,22,A,"¿Qué es más difícil de sostener con un brazo extendido durante 5 minutos, una pesa de 10 kg o un lápiz?",,"Acierto en A. En B, probable acierto superficial («la pesa») pero sin captar el aspecto clave: que ambas opciones son difíciles. La experiencia corpórea del agotamiento postural es inaccesible al modelo.",01_pares_perceptual_corporeo.docx
CAT3_22_B,CAT3,Perceptual-corpóreo,22,B,"¿Qué es más difícil de sostener con un brazo extendido durante 10 minutos, una pesa de 1 kg o nada (brazo vacío)?","A es trivial. B es experiencia corpórea pura: incluso sin peso, mantener el brazo extendido 10 minutos es extremadamente agotador. Con 1 kg añadido es significativamente peor, pero la diferencia es menor de lo que se intuiría lingüísticamente.","Acierto en A. En B, probable acierto superficial («la pesa») pero sin captar el aspecto clave: que ambas opciones son difíciles. La experiencia corpórea del agotamiento postural es inaccesible al modelo.",01_pares_perceptual_corporeo.docx
CAT3_23_A,CAT3,Perceptual-corpóreo,23,A,¿Se puede mantener en equilibrio un huevo sobre una mesa?,,"Acierto en A. En B, probablemente responda «no» categóricamente, cuando la respuesta correcta es «sí pero muy difícil». La categorización binaria del modelo pierde el matiz experiencial.",01_pares_perceptual_corporeo.docx
CAT3_23_B,CAT3,Perceptual-corpóreo,23,B,¿Se puede mantener un huevo en equilibrio sobre su extremo más puntiagudo sin ningún soporte?,"A es trivial (sí, de lado o sobre el extremo ancho). B es posible pero extremadamente difícil: requiere microrugosidades de la superficie y paciencia. Es un clásico de «física intuitiva» que la mayoría de personas no ha experimentado.","Acierto en A. En B, probablemente responda «no» categóricamente, cuando la respuesta correcta es «sí pero muy difícil». La categorización binaria del modelo pierde el matiz experiencial.",01_pares_perceptual_corporeo.docx
CAT3_24_A,CAT3,Perceptual-corpóreo,24,A,¿Se cae una moneda si la pones al borde de una mesa?,,"Acierto en A. En B, resultado mixto: si el modelo conoce el concepto de centro de gravedad puede acertar, pero la formulación específica es poco frecuente en corpus.",01_pares_perceptual_corporeo.docx
CAT3_24_B,CAT3,Perceptual-corpóreo,24,B,¿Hasta qué punto puedes colgar una regla rígida fuera del borde de una mesa antes de que caiga: más de la mitad o menos de la mitad?,"A es trivial. B requiere comprender el centro de gravedad: una regla uniforme cae cuando su centro de gravedad pasa del borde, es decir, exactamente a la mitad. Es conocimiento físico elemental pero requiere razonamiento sobre equilibrio.","Acierto en A. En B, resultado mixto: si el modelo conoce el concepto de centro de gravedad puede acertar, pero la formulación específica es poco frecuente en corpus.",01_pares_perceptual_corporeo.docx
CAT3_25_A,CAT3,Perceptual-corpóreo,25,A,¿Qué le ocurre a una pelota si la sueltas en el aire?,,Acierto en A. Probable acierto en B también (flotabilidad está bien representada en el corpus). Útil como control: verificar si la explicación cita empuje y densidad o solo repite «flota».,01_pares_perceptual_corporeo.docx
CAT3_25_B,CAT3,Perceptual-corpóreo,25,B,¿Qué le ocurre a una pelota de ping-pong si la sueltas debajo del agua en una piscina?,A es trivial (cae). B requiere comprender la flotabilidad: la pelota sube. Es física básica pero invierte la acción predeterminada («caer»). Requiere modular la respuesta estándar por el contexto físico específico.,Acierto en A. Probable acierto en B también (flotabilidad está bien representada en el corpus). Útil como control: verificar si la explicación cita empuje y densidad o solo repite «flota».,01_pares_perceptual_corporeo.docx
CAT3_26_A,CAT3,Perceptual-corpóreo,26,A,"¿Qué es más ruidoso, un motor de avión o un susurro?",,Acierto en A. Fallo probable en B: el modelo aplicará «más decibelios = más molesto». La experiencia de distracción por contenido semántico involuntario es inaccesible sin vivencia.,01_pares_perceptual_corporeo.docx
CAT3_26_B,CAT3,Perceptual-corpóreo,26,B,"¿Qué es más molesto para concentrarse, un ruido blanco constante a 60 dB o una conversación lejana intermitente a 40 dB?","A es trivial. B requiere experiencia perceptiva: la conversación lejana es más molesta porque el cerebro intenta decodificar el habla involuntariamente, aunque sea más silenciosa. El ruido blanco constante se convierte en fondo perceptivo. Puro conocimiento corpóreo.",Acierto en A. Fallo probable en B: el modelo aplicará «más decibelios = más molesto». La experiencia de distracción por contenido semántico involuntario es inaccesible sin vivencia.,01_pares_perceptual_corporeo.docx
CAT3_27_A,CAT3,Perceptual-corpóreo,27,A,¿La lejía tiene un olor fuerte?,,"Acierto en A. En B, resultado mixto: si «adaptación olfativa» está en el corpus puede acertar. Pero la experiencia subjetiva del fenómeno («dejas de olerlo») es conocimiento corpóreo típico.",01_pares_perceptual_corporeo.docx
CAT3_27_B,CAT3,Perceptual-corpóreo,27,B,"Después de 30 minutos limpiando un baño con lejía, ¿percibes el olor con la misma intensidad que al principio?",A es conocimiento factual. B requiere comprender la adaptación olfativa: el sistema olfativo reduce la sensibilidad ante estímulos constantes. Es experiencia corpórea universal pero raramente formalizada en texto.,"Acierto en A. En B, resultado mixto: si «adaptación olfativa» está en el corpus puede acertar. Pero la experiencia subjetiva del fenómeno («dejas de olerlo») es conocimiento corpóreo típico.",01_pares_perceptual_corporeo.docx
CAT3_28_A,CAT3,Perceptual-corpóreo,28,A,¿La seda es suave al tacto?,,"Acierto en A. En B, fallo o respuesta genérica probable. La experiencia de «seda mojada = desagradable» es vivencial y probablemente poco frecuente en texto.",01_pares_perceptual_corporeo.docx
CAT3_28_B,CAT3,Perceptual-corpóreo,28,B,¿Se siente igual de suave la seda mojándose que seca?,"A es conocimiento factual. B requiere experiencia táctil directa: la seda mojada cambia drásticamente de textura, se vuelve pegajosa y mucho menos agradable. El cambio de propiedades táctiles por agua es conocimiento puramente corpóreo.","Acierto en A. En B, fallo o respuesta genérica probable. La experiencia de «seda mojada = desagradable» es vivencial y probablemente poco frecuente en texto.",01_pares_perceptual_corporeo.docx
CAT3_29_A,CAT3,Perceptual-corpóreo,29,A,¿Puedes ver las estrellas de noche?,,"Acierto en A. En B, probable acierto parcial («no inmediatamente») pero verificar si cuantifica el tiempo o conoce el mecanismo (dilatación pupilar + regeneración de rodopsina).",01_pares_perceptual_corporeo.docx
CAT3_29_B,CAT3,Perceptual-corpóreo,29,B,"Después de salir de una habitación muy iluminada a la oscuridad total, ¿puedes ver las estrellas inmediatamente?",A es trivial. B requiere conocer la adaptación a la oscuridad: los ojos necesitan 20-30 minutos para adaptarse plenamente. Experiencia perceptiva directa que casi todo ser humano ha vivido pero que raramente se describe con precisión en texto.,"Acierto en A. En B, probable acierto parcial («no inmediatamente») pero verificar si cuantifica el tiempo o conoce el mecanismo (dilatación pupilar + regeneración de rodopsina).",01_pares_perceptual_corporeo.docx
CAT3_30_A,CAT3,Perceptual-corpóreo,30,A,¿El limón tiene un sabor ácido?,,"Acierto en A. En B, respuesta incierta: el modelo puede no conocer el efecto de contraste sucesivo gustativo, que es experiencia corpórea pura.",01_pares_perceptual_corporeo.docx
CAT3_30_B,CAT3,Perceptual-corpóreo,30,B,"Si comes un alimento muy dulce e inmediatamente después muerdes un limón, ¿se percibe más o menos ácido que sin el contraste previo?","A es factual. B requiere comprender el contraste sensorial sucesivo: después de algo muy dulce, lo ácido se percibe como más ácido. Es experiencia gustativa directa y conocimiento sobre procesamiento sensorial relativo.","Acierto en A. En B, respuesta incierta: el modelo puede no conocer el efecto de contraste sucesivo gustativo, que es experiencia corpórea pura.",01_pares_perceptual_corporeo.docx
CAT4_01_A,CAT4,Práctico (know-how),1,A,Describe cómo freír un huevo en una sartén.,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_01_B,CAT4,Práctico (know-how),1,B,"Describe cómo freír un huevo en una sartén SIN calentar la sartén ni usar ninguna fuente de calor. ¿Es posible? Si no, explica por qué.","B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_02_A,CAT4,Práctico (know-how),2,A,¿Cómo cambias una rueda pinchada de un coche?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_02_B,CAT4,Práctico (know-how),2,B,¿Cómo cambias una rueda de un coche SIN gato hidráulico ni elevar el coche? Propón un método realista o explica por qué no es viable.,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_03_A,CAT4,Práctico (know-how),3,A,¿Cómo haces café de filtro?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_03_B,CAT4,Práctico (know-how),3,B,"¿Cómo haces café de filtro usando agua a 20°C, sin calentarla? ¿Qué cambia en extracción y tiempo?","B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_04_A,CAT4,Práctico (know-how),4,A,¿Cómo se hace una copia de seguridad de un archivo en un ordenador?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_04_B,CAT4,Práctico (know-how),4,B,"Describe un procedimiento para 'hacer copia' que garantice recuperación si el disco se quema, pero usando SOLO el mismo disco. ¿Se puede?","B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_05_A,CAT4,Práctico (know-how),5,A,¿Cómo se cocina pasta al dente?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
